#W_0n	Temperature centrale	Temperature moyenne
16.84	1.26148e+07	6.69597e+06
16.85	1.26148e+07	6.69549e+06
16.86	1.26148e+07	6.69501e+06
16.87	1.26148e+07	6.69453e+06
16.88	1.26148e+07	6.69404e+06
16.89	1.26148e+07	6.69355e+06
16.9	1.26148e+07	6.69306e+06
16.91	1.26148e+07	6.69257e+06
16.92	1.26148e+07	6.69207e+06
16.93	1.26148e+07	6.69157e+06
16.94	1.26148e+07	6.69107e+06
16.95	1.26148e+07	6.69057e+06
16.96	1.26148e+07	6.69007e+06
16.97	1.26148e+07	6.68956e+06
16.98	1.26148e+07	6.68905e+06
16.99	1.26148e+07	6.68854e+06
17	1.26148e+07	6.68803e+06
17.01	1.26148e+07	6.68752e+06
17.02	1.26148e+07	6.687e+06
17.03	1.26148e+07	6.68649e+06
17.04	1.26148e+07	6.68597e+06
17.05	1.26148e+07	6.68545e+06
17.06	1.26148e+07	6.68493e+06
17.07	1.26148e+07	6.6844e+06
17.08	1.26148e+07	6.68388e+06
17.09	1.26148e+07	6.68335e+06
17.1	1.26148e+07	6.68282e+06
17.11	1.26148e+07	6.68229e+06
17.12	1.26148e+07	6.68176e+06
17.13	1.26148e+07	6.68123e+06
17.14	1.26148e+07	6.68069e+06
17.15	1.26148e+07	6.68016e+06
17.16	1.26148e+07	6.67962e+06
17.17	1.26148e+07	6.67908e+06
17.18	1.26148e+07	6.67854e+06
17.19	1.26148e+07	6.678e+06
17.2	1.26148e+07	6.67746e+06
17.21	1.26148e+07	6.67691e+06
17.22	1.26148e+07	6.67637e+06
17.23	1.26148e+07	6.67582e+06
17.24	1.26148e+07	6.67528e+06
17.25	1.26148e+07	6.67473e+06
17.26	1.26149e+07	6.67418e+06
17.27	1.26149e+07	6.67363e+06
17.28	1.26149e+07	6.67308e+06
17.29	1.26149e+07	6.67253e+06
17.3	1.26149e+07	6.67198e+06
17.31	1.26149e+07	6.67143e+06
17.32	1.26149e+07	6.67087e+06
17.33	1.26149e+07	6.67032e+06
17.34	1.26149e+07	6.66976e+06
17.35	1.26149e+07	6.66921e+06
17.36	1.26149e+07	6.66865e+06
17.37	1.26149e+07	6.66809e+06
17.38	1.26149e+07	6.66753e+06
17.39	1.26149e+07	6.66698e+06
17.4	1.26149e+07	6.66642e+06
17.41	1.26149e+07	6.66586e+06
17.42	1.26149e+07	6.6653e+06
17.43	1.26149e+07	6.66474e+06
17.44	1.26149e+07	6.66418e+06
17.45	1.26149e+07	6.66362e+06
17.46	1.26149e+07	6.66305e+06
17.47	1.26149e+07	6.66249e+06
17.48	1.26149e+07	6.66193e+06
17.49	1.26149e+07	6.66137e+06
17.5	1.26149e+07	6.66081e+06
17.51	1.26149e+07	6.66024e+06
17.52	1.26149e+07	6.65968e+06
17.53	1.26149e+07	6.65912e+06
17.54	1.26149e+07	6.65855e+06
17.55	1.26149e+07	6.65799e+06
17.56	1.26149e+07	6.65743e+06
17.57	1.26149e+07	6.65686e+06
17.58	1.26149e+07	6.6563e+06
17.59	1.26149e+07	6.65574e+06
17.6	1.26149e+07	6.65517e+06
17.61	1.26149e+07	6.65461e+06
17.62	1.26149e+07	6.65405e+06
17.63	1.26149e+07	6.65348e+06
17.64	1.26149e+07	6.65292e+06
17.65	1.26149e+07	6.65236e+06
17.66	1.26149e+07	6.6518e+06
17.67	1.26149e+07	6.65123e+06
17.68	1.26149e+07	6.65067e+06
17.69	1.26149e+07	6.65011e+06
17.7	1.26149e+07	6.64955e+06
17.71	1.26149e+07	6.64899e+06
17.72	1.26149e+07	6.64843e+06
17.73	1.26149e+07	6.64787e+06
17.74	1.26149e+07	6.64731e+06
17.75	1.26149e+07	6.64675e+06
17.76	1.26149e+07	6.64619e+06
17.77	1.26149e+07	6.64564e+06
17.78	1.26149e+07	6.64508e+06
17.79	1.26149e+07	6.64452e+06
17.8	1.26149e+07	6.64397e+06
17.81	1.26149e+07	6.64341e+06
17.82	1.26149e+07	6.64286e+06
17.83	1.26149e+07	6.6423e+06
17.84	1.26149e+07	6.64175e+06
17.85	1.26149e+07	6.6412e+06
17.86	1.26149e+07	6.64064e+06
17.87	1.26149e+07	6.64009e+06
17.88	1.26149e+07	6.63954e+06
17.89	1.26149e+07	6.63899e+06
17.9	1.26149e+07	6.63845e+06
17.91	1.26149e+07	6.6379e+06
17.92	1.26149e+07	6.63735e+06
17.93	1.26149e+07	6.63681e+06
17.94	1.26149e+07	6.63626e+06
17.95	1.26149e+07	6.63572e+06
17.96	1.26149e+07	6.63518e+06
17.97	1.26149e+07	6.63463e+06
17.98	1.26149e+07	6.63409e+06
17.99	1.26149e+07	6.63355e+06
18	1.26149e+07	6.63302e+06
18.01	1.26149e+07	6.63248e+06
18.02	1.26149e+07	6.63194e+06
18.03	1.26149e+07	6.63141e+06
18.04	1.26149e+07	6.63087e+06
18.05	1.26149e+07	6.63034e+06
18.06	1.26149e+07	6.62981e+06
18.07	1.26149e+07	6.62928e+06
18.08	1.26149e+07	6.62875e+06
18.09	1.26149e+07	6.62823e+06
18.1	1.26149e+07	6.6277e+06
18.11	1.26149e+07	6.62718e+06
18.12	1.26149e+07	6.62665e+06
18.13	1.26149e+07	6.62613e+06
18.14	1.26149e+07	6.62561e+06
18.15	1.26149e+07	6.62509e+06
18.16	1.26149e+07	6.62457e+06
18.17	1.26149e+07	6.62406e+06
18.18	1.26149e+07	6.62354e+06
18.19	1.26149e+07	6.62303e+06
18.2	1.26149e+07	6.62252e+06
18.21	1.26149e+07	6.62201e+06
18.22	1.26149e+07	6.6215e+06
18.23	1.26149e+07	6.62099e+06
18.24	1.26149e+07	6.62049e+06
18.25	1.26149e+07	6.61998e+06
18.26	1.26149e+07	6.61948e+06
18.27	1.26149e+07	6.61898e+06
18.28	1.26149e+07	6.61848e+06
18.29	1.26149e+07	6.61799e+06
18.3	1.26149e+07	6.61749e+06
18.31	1.26149e+07	6.617e+06
18.32	1.26149e+07	6.61651e+06
18.33	1.26149e+07	6.61602e+06
18.34	1.26149e+07	6.61553e+06
18.35	1.26149e+07	6.61504e+06
18.36	1.26149e+07	6.61456e+06
18.37	1.26149e+07	6.61408e+06
18.38	1.26149e+07	6.6136e+06
18.39	1.26149e+07	6.61312e+06
18.4	1.26149e+07	6.61264e+06
18.41	1.26149e+07	6.61216e+06
18.42	1.26149e+07	6.61169e+06
18.43	1.26149e+07	6.61122e+06
18.44	1.26149e+07	6.61075e+06
18.45	1.26149e+07	6.61028e+06
18.46	1.26149e+07	6.60982e+06
18.47	1.26149e+07	6.60935e+06
18.48	1.26149e+07	6.60889e+06
18.49	1.26149e+07	6.60843e+06
18.5	1.26149e+07	6.60798e+06
18.51	1.26149e+07	6.60752e+06
18.52	1.26149e+07	6.60707e+06
18.53	1.26149e+07	6.60662e+06
18.54	1.2615e+07	6.60617e+06
18.55	1.2615e+07	6.60572e+06
18.56	1.2615e+07	6.60527e+06
18.57	1.2615e+07	6.60483e+06
18.58	1.2615e+07	6.60439e+06
18.59	1.2615e+07	6.60395e+06
18.6	1.2615e+07	6.60352e+06
18.61	1.2615e+07	6.60308e+06
18.62	1.2615e+07	6.60265e+06
18.63	1.2615e+07	6.60222e+06
18.64	1.2615e+07	6.60179e+06
18.65	1.2615e+07	6.60137e+06
18.66	1.2615e+07	6.60094e+06
18.67	1.2615e+07	6.60052e+06
18.68	1.2615e+07	6.6001e+06
18.69	1.2615e+07	6.59969e+06
18.7	1.2615e+07	6.59927e+06
18.71	1.2615e+07	6.59886e+06
18.72	1.2615e+07	6.59845e+06
18.73	1.2615e+07	6.59804e+06
18.74	1.2615e+07	6.59764e+06
18.75	1.2615e+07	6.59724e+06
18.76	1.2615e+07	6.59684e+06
18.77	1.2615e+07	6.59644e+06
18.78	1.2615e+07	6.59604e+06
18.79	1.2615e+07	6.59565e+06
18.8	1.2615e+07	6.59526e+06
18.81	1.2615e+07	6.59487e+06
18.82	1.2615e+07	6.59448e+06
18.83	1.2615e+07	6.5941e+06
18.84	1.2615e+07	6.59372e+06
18.85	1.2615e+07	6.59334e+06
18.86	1.2615e+07	6.59296e+06
18.87	1.2615e+07	6.59259e+06
18.88	1.2615e+07	6.59221e+06
18.89	1.2615e+07	6.59184e+06
18.9	1.2615e+07	6.59148e+06
18.91	1.2615e+07	6.59111e+06
18.92	1.2615e+07	6.59075e+06
18.93	1.2615e+07	6.59039e+06
18.94	1.2615e+07	6.59003e+06
18.95	1.2615e+07	6.58968e+06
18.96	1.2615e+07	6.58933e+06
18.97	1.2615e+07	6.58898e+06
18.98	1.2615e+07	6.58863e+06
18.99	1.2615e+07	6.58828e+06
19	1.2615e+07	6.58794e+06
19.01	1.2615e+07	6.5876e+06
19.02	1.2615e+07	6.58726e+06
19.03	1.2615e+07	6.58693e+06
19.04	1.2615e+07	6.5866e+06
19.05	1.2615e+07	6.58627e+06
19.06	1.2615e+07	6.58594e+06
19.07	1.2615e+07	6.58562e+06
19.08	1.2615e+07	6.58529e+06
19.09	1.2615e+07	6.58497e+06
19.1	1.2615e+07	6.58466e+06
19.11	1.2615e+07	6.58434e+06
19.12	1.2615e+07	6.58403e+06
19.13	1.2615e+07	6.58372e+06
19.14	1.2615e+07	6.58341e+06
19.15	1.2615e+07	6.58311e+06
19.16	1.2615e+07	6.58281e+06
19.17	1.2615e+07	6.58251e+06
19.18	1.2615e+07	6.58221e+06
19.19	1.2615e+07	6.58192e+06
19.2	1.2615e+07	6.58162e+06
19.21	1.2615e+07	6.58133e+06
19.22	1.2615e+07	6.58105e+06
19.23	1.2615e+07	6.58076e+06
19.24	1.2615e+07	6.58048e+06
19.25	1.2615e+07	6.5802e+06
19.26	1.2615e+07	6.57993e+06
19.27	1.2615e+07	6.57965e+06
19.28	1.2615e+07	6.57938e+06
19.29	1.2615e+07	6.57911e+06
19.3	1.2615e+07	6.57885e+06
19.31	1.2615e+07	6.57858e+06
19.32	1.2615e+07	6.57832e+06
19.33	1.2615e+07	6.57806e+06
19.34	1.2615e+07	6.57781e+06
19.35	1.2615e+07	6.57756e+06
19.36	1.2615e+07	6.5773e+06
19.37	1.2615e+07	6.57706e+06
19.38	1.2615e+07	6.57681e+06
19.39	1.2615e+07	6.57657e+06
19.4	1.2615e+07	6.57633e+06
19.41	1.2615e+07	6.57609e+06
19.42	1.2615e+07	6.57585e+06
19.43	1.2615e+07	6.57562e+06
19.44	1.2615e+07	6.57539e+06
19.45	1.2615e+07	6.57516e+06
19.46	1.2615e+07	6.57494e+06
19.47	1.2615e+07	6.57472e+06
19.48	1.2615e+07	6.5745e+06
19.49	1.2615e+07	6.57428e+06
19.5	1.2615e+07	6.57406e+06
19.51	1.2615e+07	6.57385e+06
19.52	1.2615e+07	6.57364e+06
19.53	1.2615e+07	6.57344e+06
19.54	1.2615e+07	6.57323e+06
19.55	1.2615e+07	6.57303e+06
19.56	1.2615e+07	6.57283e+06
19.57	1.2615e+07	6.57263e+06
19.58	1.2615e+07	6.57244e+06
19.59	1.2615e+07	6.57226e+06
19.6	1.2615e+07	6.57206e+06
19.61	1.2615e+07	6.57187e+06
19.62	1.2615e+07	6.57169e+06
19.63	1.2615e+07	6.57151e+06
19.64	1.2615e+07	6.57132e+06
19.65	1.2615e+07	6.57115e+06
19.66	1.2615e+07	6.57097e+06
19.67	1.2615e+07	6.5708e+06
19.68	1.2615e+07	6.57063e+06
19.69	1.2615e+07	6.57047e+06
19.7	1.2615e+07	6.5703e+06
19.71	1.2615e+07	6.57014e+06
19.72	1.2615e+07	6.56998e+06
19.73	1.2615e+07	6.56982e+06
19.74	1.2615e+07	6.56967e+06
19.75	1.2615e+07	6.56952e+06
19.76	1.2615e+07	6.56937e+06
19.77	1.2615e+07	6.56922e+06
19.78	1.2615e+07	6.56908e+06
19.79	1.2615e+07	6.56893e+06
19.8	1.2615e+07	6.56879e+06
19.81	1.2615e+07	6.56866e+06
19.82	1.2615e+07	6.56852e+06
19.83	1.2615e+07	6.56839e+06
19.84	1.2615e+07	6.56826e+06
19.85	1.2615e+07	6.56813e+06
19.86	1.2615e+07	6.56801e+06
19.87	1.2615e+07	6.56788e+06
19.88	1.2615e+07	6.56779e+06
19.89	1.2615e+07	6.56764e+06
19.9	1.2615e+07	6.56753e+06
19.91	1.2615e+07	6.56745e+06
19.92	1.2615e+07	6.56733e+06
19.93	1.2615e+07	6.5672e+06
19.94	1.2615e+07	6.56712e+06
19.95	1.2615e+07	6.56699e+06
19.96	1.2615e+07	6.56692e+06
19.97	1.2615e+07	6.56678e+06
19.98	1.2615e+07	6.56671e+06
19.99	1.2615e+07	6.56659e+06
20	1.2615e+07	6.5665e+06
20.01	1.2615e+07	6.56641e+06
20.02	1.2615e+07	6.56636e+06
20.03	1.2615e+07	6.56624e+06
20.04	1.2615e+07	6.56615e+06
20.05	1.2615e+07	6.56607e+06
20.06	1.2615e+07	6.56599e+06
20.07	1.2615e+07	6.56592e+06
20.08	1.2615e+07	6.56585e+06
20.09	1.2615e+07	6.5658e+06
20.1	1.2615e+07	6.56574e+06
20.11	1.2615e+07	6.56568e+06
20.12	1.2615e+07	6.56557e+06
20.13	1.2615e+07	6.5655e+06
20.14	1.2615e+07	6.56544e+06
20.15	1.2615e+07	6.56541e+06
20.16	1.2615e+07	6.56538e+06
20.17	1.2615e+07	6.56531e+06
20.18	1.2615e+07	6.56526e+06
20.19	1.2615e+07	6.56518e+06
20.2	1.2615e+07	6.56517e+06
20.21	1.2615e+07	6.56512e+06
20.22	1.2615e+07	6.56503e+06
20.23	1.2615e+07	6.56499e+06
20.24	1.2615e+07	6.56495e+06
20.25	1.2615e+07	6.56496e+06
20.26	1.2615e+07	6.56488e+06
20.27	1.2615e+07	6.5649e+06
20.28	1.2615e+07	6.56487e+06
20.29	1.2615e+07	6.56485e+06
20.3	1.2615e+07	6.56482e+06
20.31	1.2615e+07	6.56474e+06
20.32	1.2615e+07	6.56476e+06
20.33	1.2615e+07	6.56474e+06
20.34	1.2615e+07	6.56474e+06
20.35	1.2615e+07	6.56471e+06
20.36	1.2615e+07	6.56466e+06
20.37	1.2615e+07	6.56463e+06
20.38	1.2615e+07	6.56467e+06
20.39	1.2615e+07	6.56461e+06
20.4	1.2615e+07	6.56467e+06
20.41	1.2615e+07	6.56465e+06
20.42	1.2615e+07	6.56459e+06
20.43	1.2615e+07	6.56458e+06
20.44	1.2615e+07	6.56458e+06
20.45	1.2615e+07	6.56464e+06
20.46	1.2615e+07	6.56467e+06
20.47	1.2615e+07	6.56457e+06
20.48	1.2615e+07	6.56469e+06
20.49	1.2615e+07	6.56465e+06
20.5	1.2615e+07	6.56469e+06
20.51	1.2615e+07	6.56464e+06
20.52	1.2615e+07	6.56474e+06
20.53	1.2615e+07	6.56476e+06
20.54	1.2615e+07	6.56473e+06
20.55	1.2615e+07	6.5648e+06
20.56	1.2615e+07	6.56478e+06
20.57	1.2615e+07	6.56476e+06
20.58	1.2615e+07	6.56489e+06
20.59	1.2615e+07	6.56488e+06
20.6	1.2615e+07	6.56487e+06
20.61	1.2615e+07	6.56497e+06
20.62	1.2615e+07	6.56488e+06
20.63	1.2615e+07	6.56502e+06
20.64	1.2615e+07	6.56498e+06
20.65	1.2615e+07	6.5651e+06
20.66	1.2615e+07	6.56515e+06
20.67	1.2615e+07	6.56506e+06
20.68	1.2615e+07	6.56512e+06
20.69	1.2615e+07	6.56527e+06
20.7	1.2615e+07	6.56535e+06
20.71	1.2615e+07	6.5654e+06
20.72	1.2615e+07	6.56534e+06
20.73	1.2615e+07	6.56544e+06
20.74	1.2615e+07	6.56555e+06
20.75	1.2615e+07	6.56561e+06
20.76	1.2615e+07	6.56552e+06
20.77	1.2615e+07	6.56572e+06
20.78	1.2615e+07	6.56578e+06
20.79	1.2615e+07	6.56578e+06
20.8	1.2615e+07	6.56589e+06
20.81	1.2615e+07	6.56585e+06
20.82	1.2615e+07	6.56603e+06
20.83	1.2615e+07	6.56611e+06
20.84	1.2615e+07	6.56618e+06
20.85	1.2615e+07	6.56614e+06
20.86	1.2615e+07	6.5663e+06
20.87	1.2615e+07	6.56639e+06
20.88	1.2615e+07	6.56647e+06
20.89	1.2615e+07	6.56643e+06
20.9	1.2615e+07	6.56654e+06
20.91	1.2615e+07	6.56672e+06
20.92	1.2615e+07	6.56673e+06
20.93	1.2615e+07	6.56686e+06
20.94	1.2615e+07	6.56689e+06
20.95	1.2615e+07	6.5669e+06
20.96	1.2615e+07	6.56714e+06
20.97	1.2615e+07	6.56707e+06
20.98	1.2615e+07	6.56725e+06
20.99	1.2615e+07	6.56727e+06
21	1.2615e+07	6.56734e+06
21.01	1.2615e+07	6.56756e+06
21.02	1.2615e+07	6.56752e+06
21.03	1.2615e+07	6.56779e+06
21.04	1.2615e+07	6.56783e+06
21.05	1.2615e+07	6.56791e+06
21.06	1.2615e+07	6.56807e+06
21.07	1.2615e+07	6.56802e+06
21.08	1.2615e+07	6.56815e+06
21.09	1.2615e+07	6.56825e+06
21.1	1.2615e+07	6.56849e+06
21.11	1.2615e+07	6.56845e+06
21.12	1.2615e+07	6.56848e+06
21.13	1.2615e+07	6.56879e+06
21.14	1.2615e+07	6.56893e+06
21.15	1.2615e+07	6.56884e+06
21.16	1.2615e+07	6.5689e+06
21.17	1.2615e+07	6.56923e+06
21.18	1.2615e+07	6.56917e+06
21.19	1.2615e+07	6.56941e+06
21.2	1.2615e+07	6.56961e+06
21.21	1.2615e+07	6.56962e+06
21.22	1.2615e+07	6.56981e+06
21.23	1.2615e+07	6.5699e+06
21.24	1.2615e+07	6.56985e+06
21.25	1.2615e+07	6.56998e+06
21.26	1.2615e+07	6.57033e+06
21.27	1.2615e+07	6.57045e+06
21.28	1.2615e+07	6.57058e+06
21.29	1.2615e+07	6.5705e+06
21.3	1.2615e+07	6.57082e+06
21.31	1.2615e+07	6.57094e+06
21.32	1.2615e+07	6.57095e+06
21.33	1.2615e+07	6.57115e+06
21.34	1.2615e+07	6.57135e+06
21.35	1.2615e+07	6.57128e+06
21.36	1.2615e+07	6.57145e+06
21.37	1.2615e+07	6.57145e+06
21.38	1.2615e+07	6.57188e+06
21.39	1.2615e+07	6.57201e+06
21.4	1.2615e+07	6.57205e+06
21.41	1.2615e+07	6.57206e+06
21.42	1.2615e+07	6.57217e+06
21.43	1.2615e+07	6.57245e+06
21.44	1.2615e+07	6.57268e+06
21.45	1.2615e+07	6.57278e+06
21.46	1.2615e+07	6.57284e+06
21.47	1.2615e+07	6.57285e+06
21.48	1.2615e+07	6.57313e+06
21.49	1.2615e+07	6.57315e+06
21.5	1.2615e+07	6.57355e+06
21.51	1.2615e+07	6.57346e+06
21.52	1.2615e+07	6.57356e+06
21.53	1.2615e+07	6.57398e+06
21.54	1.2615e+07	6.57408e+06
21.55	1.2615e+07	6.57417e+06
21.56	1.2615e+07	6.57443e+06
21.57	1.2615e+07	6.57451e+06
21.58	1.2615e+07	6.57467e+06
21.59	1.2615e+07	6.57485e+06
21.6	1.2615e+07	6.57492e+06
21.61	1.2615e+07	6.57517e+06
21.62	1.2615e+07	6.57532e+06
21.63	1.2615e+07	6.57549e+06
21.64	1.2615e+07	6.57547e+06
21.65	1.2615e+07	6.57548e+06
21.66	1.2615e+07	6.57569e+06
21.67	1.2615e+07	6.5761e+06
21.68	1.2615e+07	6.57615e+06
21.69	1.2615e+07	6.57608e+06
21.7	1.2615e+07	6.5762e+06
21.71	1.2615e+07	6.57657e+06
21.72	1.2615e+07	6.57684e+06
21.73	1.2615e+07	6.57705e+06
21.74	1.2615e+07	6.57697e+06
21.75	1.2615e+07	6.57726e+06
21.76	1.2615e+07	6.57748e+06
21.77	1.2615e+07	6.57764e+06
21.78	1.2615e+07	6.57778e+06
21.79	1.2615e+07	6.57777e+06
21.8	1.2615e+07	6.5781e+06
21.81	1.2615e+07	6.57798e+06
21.82	1.2615e+07	6.57845e+06
21.83	1.2615e+07	6.57828e+06
21.84	1.2615e+07	6.57843e+06
21.85	1.2615e+07	6.57893e+06
21.86	1.2615e+07	6.57909e+06
21.87	1.2615e+07	6.57927e+06
21.88	1.2615e+07	6.57922e+06
21.89	1.2615e+07	6.57941e+06
21.9	1.2615e+07	6.5798e+06
21.91	1.2615e+07	6.57955e+06
21.92	1.2615e+07	6.58005e+06
21.93	1.2615e+07	6.58014e+06
21.94	1.2615e+07	6.58004e+06
21.95	1.2615e+07	6.58064e+06
21.96	1.2615e+07	6.58057e+06
21.97	1.2615e+07	6.58084e+06
21.98	1.2615e+07	6.58114e+06
21.99	1.2615e+07	6.581e+06
22	1.2615e+07	6.58147e+06
22.01	1.2615e+07	6.58145e+06
22.02	1.2615e+07	6.58181e+06
22.03	1.2615e+07	6.58181e+06
22.04	1.2615e+07	6.5821e+06
22.05	1.2615e+07	6.58191e+06
22.06	1.2615e+07	6.58232e+06
22.07	1.2615e+07	6.58261e+06
22.08	1.2615e+07	6.58267e+06
22.09	1.2615e+07	6.58295e+06
22.1	1.2615e+07	6.58314e+06
22.11	1.2615e+07	6.58309e+06
22.12	1.2615e+07	6.58351e+06
22.13	1.2615e+07	6.5836e+06
22.14	1.2615e+07	6.58369e+06
22.15	1.2615e+07	6.58369e+06
22.16	1.2615e+07	6.58399e+06
22.17	1.2615e+07	6.58413e+06
22.18	1.2615e+07	6.58428e+06
22.19	1.2615e+07	6.58428e+06
22.2	1.2615e+07	6.58456e+06
22.21	1.2615e+07	6.58505e+06
22.22	1.2615e+07	6.58497e+06
22.23	1.2615e+07	6.58507e+06
22.24	1.2615e+07	6.5852e+06
22.25	1.2615e+07	6.58549e+06
22.26	1.2615e+07	6.58588e+06
22.27	1.2615e+07	6.58589e+06
22.28	1.2615e+07	6.58625e+06
22.29	1.2615e+07	6.5859e+06
22.3	1.2615e+07	6.5864e+06
22.31	1.2615e+07	6.58666e+06
22.32	1.2615e+07	6.5866e+06
22.33	1.2615e+07	6.58701e+06
22.34	1.2615e+07	6.58703e+06
22.35	1.2615e+07	6.58744e+06
22.36	1.2615e+07	6.58759e+06
22.37	1.2615e+07	6.58769e+06
22.38	1.2615e+07	6.58755e+06
22.39	1.2615e+07	6.58793e+06
22.4	1.2615e+07	6.58802e+06
22.41	1.2615e+07	6.58824e+06
22.42	1.2615e+07	6.58852e+06
22.43	1.2615e+07	6.5882e+06
22.44	1.2615e+07	6.58867e+06
22.45	1.2615e+07	6.589e+06
22.46	1.2615e+07	6.58885e+06
22.47	1.2615e+07	6.58905e+06
22.48	1.2615e+07	6.58926e+06
22.49	1.2615e+07	6.58963e+06
22.5	1.2615e+07	6.58987e+06
22.51	1.2615e+07	6.59016e+06
22.52	1.2615e+07	6.59018e+06
22.53	1.2615e+07	6.59013e+06
22.54	1.2615e+07	6.59046e+06
22.55	1.2615e+07	6.59025e+06
22.56	1.2615e+07	6.59092e+06
22.57	1.2615e+07	6.59097e+06
22.58	1.2615e+07	6.59116e+06
22.59	1.2615e+07	6.59104e+06
22.6	1.2615e+07	6.59105e+06
22.61	1.2615e+07	6.59182e+06
22.62	1.2615e+07	6.59197e+06
22.63	1.2615e+07	6.59151e+06
22.64	1.2615e+07	6.59211e+06
22.65	1.2615e+07	6.5924e+06
22.66	1.2615e+07	6.59263e+06
22.67	1.2615e+07	6.59271e+06
22.68	1.2615e+07	6.59236e+06
22.69	1.2615e+07	6.59257e+06
22.7	1.2615e+07	6.59278e+06
22.71	1.2615e+07	6.59295e+06
22.72	1.2615e+07	6.59347e+06
22.73	1.2615e+07	6.59358e+06
22.74	1.2615e+07	6.5938e+06
22.75	1.2615e+07	6.59411e+06
22.76	1.2615e+07	6.59403e+06
22.77	1.2615e+07	6.59444e+06
22.78	1.2615e+07	6.59424e+06
22.79	1.2615e+07	6.59431e+06
22.8	1.2615e+07	6.5949e+06
22.81	1.2615e+07	6.59504e+06
22.82	1.2615e+07	6.59468e+06
22.83	1.2615e+07	6.59503e+06
22.84	1.2615e+07	6.59554e+06
22.85	1.2615e+07	6.59505e+06
22.86	1.2615e+07	6.59568e+06
22.87	1.2615e+07	6.59605e+06
22.88	1.2615e+07	6.59572e+06
22.89	1.2615e+07	6.59636e+06
22.9	1.2615e+07	6.59631e+06
22.91	1.2615e+07	6.59657e+06
22.92	1.2615e+07	6.59641e+06
22.93	1.2615e+07	6.59666e+06
22.94	1.2615e+07	6.59663e+06
22.95	1.2615e+07	6.59712e+06
22.96	1.2615e+07	6.59732e+06
22.97	1.2615e+07	6.5974e+06
22.98	1.2615e+07	6.59714e+06
22.99	1.2615e+07	6.59724e+06
23	1.2615e+07	6.59737e+06
23.01	1.2615e+07	6.59773e+06
23.02	1.2615e+07	6.59835e+06
23.03	1.2615e+07	6.59833e+06
23.04	1.2615e+07	6.59824e+06
23.05	1.2615e+07	6.59808e+06
23.06	1.2615e+07	6.59859e+06
23.07	1.2615e+07	6.59868e+06
23.08	1.2615e+07	6.59901e+06
23.09	1.2615e+07	6.59874e+06
23.1	1.2615e+07	6.59884e+06
23.11	1.2615e+07	6.5992e+06
23.12	1.2615e+07	6.59953e+06
23.13	1.2615e+07	6.59988e+06
23.14	1.2615e+07	6.59952e+06
23.15	1.2615e+07	6.60018e+06
23.16	1.2615e+07	6.60013e+06
23.17	1.2615e+07	6.59997e+06
23.18	1.2615e+07	6.60068e+06
23.19	1.2615e+07	6.60075e+06
23.2	1.2615e+07	6.60055e+06
23.21	1.2615e+07	6.60037e+06
23.22	1.2615e+07	6.60124e+06
23.23	1.2615e+07	6.60131e+06
23.24	1.2615e+07	6.60128e+06
23.25	1.2615e+07	6.60157e+06
23.26	1.2615e+07	6.60166e+06
23.27	1.2615e+07	6.60165e+06
23.28	1.2615e+07	6.60166e+06
23.29	1.2615e+07	6.60218e+06
23.3	1.2615e+07	6.60227e+06
23.31	1.2615e+07	6.60236e+06
23.32	1.2615e+07	6.6025e+06
23.33	1.2615e+07	6.60225e+06
23.34	1.2615e+07	6.60246e+06
23.35	1.2615e+07	6.603e+06
23.36	1.2615e+07	6.60244e+06
23.37	1.2615e+07	6.603e+06
23.38	1.2615e+07	6.60301e+06
23.39	1.2615e+07	6.60352e+06
23.4	1.2615e+07	6.60301e+06
23.41	1.2615e+07	6.60324e+06
23.42	1.2615e+07	6.60383e+06
23.43	1.2615e+07	6.6039e+06
23.44	1.2615e+07	6.60398e+06
23.45	1.2615e+07	6.60406e+06
23.46	1.2615e+07	6.6044e+06
23.47	1.2615e+07	6.60387e+06
23.48	1.2615e+07	6.60406e+06
23.49	1.2615e+07	6.60409e+06
23.5	1.2615e+07	6.60439e+06
23.51	1.2615e+07	6.60493e+06
23.52	1.2615e+07	6.60475e+06
23.53	1.2615e+07	6.60464e+06
23.54	1.2615e+07	6.60524e+06
23.55	1.2615e+07	6.60541e+06
23.56	1.2615e+07	6.60557e+06
23.57	1.2615e+07	6.60551e+06
23.58	1.2615e+07	6.60534e+06
23.59	1.2615e+07	6.60555e+06
23.6	1.2615e+07	6.60586e+06
23.61	1.2615e+07	6.60559e+06
23.62	1.2615e+07	6.60615e+06
23.63	1.2615e+07	6.60641e+06
23.64	1.2615e+07	6.60646e+06
23.65	1.2615e+07	6.60639e+06
23.66	1.2615e+07	6.60674e+06
23.67	1.2615e+07	6.60667e+06
23.68	1.2615e+07	6.60672e+06
23.69	1.2615e+07	6.60699e+06
23.7	1.2615e+07	6.60717e+06
23.71	1.2615e+07	6.60728e+06
23.72	1.2615e+07	6.60721e+06
23.73	1.2615e+07	6.60749e+06
23.74	1.2615e+07	6.60756e+06
23.75	1.2615e+07	6.60736e+06
23.76	1.2615e+07	6.60771e+06
23.77	1.2615e+07	6.60759e+06
23.78	1.2615e+07	6.60788e+06
23.79	1.2615e+07	6.60797e+06
23.8	1.2615e+07	6.60821e+06
23.81	1.2615e+07	6.60831e+06
23.82	1.2615e+07	6.60817e+06
